7.542,7.418,7.331,7.252,7.256,7.36,7.549,7.752,8.033,8.25,8.494
6.81,6.712,6.648,6.59,6.588,6.683,6.888,7.103,7.34,7.594,7.85
7.971,7.867,7.804,7.747,7.759,7.877,8.102,8.327,8.6,8.847,9.123
7.592,7.503,7.44,7.404,7.416,7.505,7.746,7.981,8.25,8.495,8.77
6.73,6.6,6.539,6.485,6.492,6.588,6.82,7.057,7.3,7.59,7.9
6.942,6.815,6.72,6.659,6.65,6.755,6.993,7.249,7.55,7.847,8.165
7.063,6.899,6.77,6.684,6.66,6.76,7.003,7.274,7.6,7.924,8.276
7.7,7.4,7.15,7.027,6.968,7.035,7.263,7.532,7.84,8.215,8.601
7.86,7.57,7.35,7.172,7.093,7.149,7.386,7.681,8.05,8.474,8.927
8.01,7.64,7.4,7.265,7.17,7.223,7.465,7.785,8.2,8.637,9.13
8.381,7.975,7.65,7.421,7.316,7.38,7.641,7.986,8.4,8.95,9.516
8.8,8.2,7.77,7.54,7.434,7.49,7.754,8.11,8.62,9.158,9.766
9.029,8.577,8.27,7.912,7.762,7.785,8.007,8.334,8.81,9.314,9.887
9.326,8.849,8.517,8.122,7.957,7.953,8.152,8.462,9.027,9.456,10.026
10.065,9.478,9.124,8.688,8.475,8.385,8.52,8.773,9.281,9.685,10.236
10.613,9.982,9.634,9.173,8.933,8.763,8.861,9.065,9.484,9.962,10.488
11.034,10.371,10.042,9.567,9.321,9.08,9.143,9.337,9.824,10.249,10.766
11.257,10.58,10.184,9.683,9.339,9.212,9.371,9.513,9.947,10.325,10.83
11.408,10.705,10.299,9.786,9.348,9.313,9.562,9.581,10.027,10.39,10.879
11.826,11.068,10.616,10.056,9.772,9.573,9.672,9.859,10.274,10.606,11.079
11.139,10.694,10.369,9.936,9.715,9.588,9.705,9.898,10.239,10.457,10.732
10.772,10.449,10.205,9.862,9.68,9.6,9.72,9.904,10.16,10.309,10.494
10.506,10.254,10.07,9.803,9.658,9.612,9.724,9.872,10.06,10.171,10.316
